productId,avg_rating,rating_count
B0000D1699,2.0,1
B0000D16HU,5.0,1
B0000D16YH,4.0,1
B0000D179V,5.0,1
B0000D17CF,5.0,1
B0000D17FW,5.0,1
B0000D17HA,5.0,2
B0000D17HK,4.333333333333333,3
B0000D17RB,5.0,1
B0000D17W5,4.0,1
B0000D8DI0,4.0,2
B0000D8KJC,5.0,1
B0000D9169,5.0,1
B0000D916F,4.0,1
B0000D94M3,5.0,1
B0000D94OR,4.0,1
B0000D94OW,1.0,1
B0000D94P1,4.333333333333333,3
B0000D94PA,3.6666666666666665,3
B0000D94PG,3.5,2
B0000D94PZ,5.0,1
B0000D94R9,5.0,1
B0000D94RZ,3.0,1
B0000D94SZ,4.0,1
B0000D94V5,5.0,1
B0000D94V9,4.0,1
B0000D94WF,5.0,1
B0000D953W,5.0,1
B0000D954D,3.5,2
B0000D956H,4.0,1
B0000D958O,4.0,2
B0000D9MR9,5.0,1
B0000D9MRD,5.0,1
B0000D9MSP,5.0,1
B0000D9MTJ,5.0,1
B0000D9MTL,4.0,1
B0000D9MVD,5.0,1
B0000D9MX0,5.0,1
B0000D9MXL,5.0,2
B0000D9MXU,5.0,1
B0000D9MY3,5.0,1
B0000D9MYO,2.5,2
B0000D9MZM,5.0,1
B0000D9MZZ,5.0,1
B0000D9N0F,4.0,1
B0000D9N0Q,5.0,2
B0000D9N12,5.0,1
B0000D9N17,5.0,2
B0000D9N1H,4.666666666666667,3
B0000D9N1U,5.0,1
B0000D9N35,5.0,1
B0000D9N38,5.0,2
B0000D9N4M,3.5,2
B0000D9N59,4.0,4
B0000D9N5P,1.0,1
B0000D9N63,5.0,1
B0000D9N68,3.0,1
B0000D9N72,5.0,1
B0000D9N7T,5.0,1
B0000D9N7U,4.0,2
B0000D9N8O,4.5,4
B0000D9N9X,4.0,2
B0000D9NBV,5.0,2
B0000D9NCV,5.0,1
B0000D9NDG,5.0,1
B0000DA0XE,5.0,1
B0000DA0XJ,5.0,1
B0000DAIPM,5.0,1
B0000DANYR,4.0,1
B0000DBN1F,4.454545454545454,11
B0000DBN1H,5.0,2
B0000DBN1I,4.857142857142857,7
B0000DBN1L,4.833333333333333,6
B0000DBN1M,4.333333333333333,3
B0000DBN1O,4.25,4
B0000DBN1Q,4.5,4
B0000DBN2F,4.888888888888889,9
B0000DBN2G,5.0,1
B0000DBN2I,4.181818181818182,11
B0000DBN2K,4.5,4
B0000DC2TS,5.0,1
B0000DC2UL,5.0,1
B0000DC2UV,3.0,1
B0000DC2V5,5.0,1
B0000DC324,5.0,1
B0000DC332,4.0,7
B0000DC5IY,1.0,1
B0000DCKCN,5.0,1
B0000DCWW5,5.0,1
B0000DCWWB,3.0,1
B0000DCX0P,5.0,1
B0000DCX9P,5.0,1
B0000DCXCM,5.0,1
B0000DCXDH,5.0,1
B0000DCXFW,3.6666666666666665,3
B0000DCXFY,5.0,2
B0000DCXFZ,5.0,1
B0000DCXG0,5.0,2
B0000DCYLF,2.0,1
B0000DCYLH,5.0,1
B0000DCYLK,2.0,1
B0000DD8X6,5.0,1
B0000DD8Y6,3.0,2
B0000DF3Z7,4.0,1
B0000DF4CD,5.0,1
B0000DG4B3,4.0,1
B0000DG4MK,4.5,2
B0000DG4MO,5.0,1
B0000DG4MV,4.0,1
B0000DG4N7,4.0,2
B0000DG4N9,5.0,2
B0000DG4NJ,2.0,1
B0000DG554,1.0,1
B0000DG55B,5.0,1
B0000DG55L,4.0,1
B0000DG55M,5.0,2
B0000DG55P,5.0,3
B0000DG55U,5.0,1
B0000DG55X,5.0,1
B0000DG566,5.0,2
B0000DG56C,3.25,4
B0000DG56P,5.0,3
B0000DG57V,3.0,1
B0000DG586,5.0,1
B0000DG58S,4.5,2
B0000DG59Q,5.0,1
B0000DG5A8,3.0,2
B0000DG5AA,5.0,1
B0000DG5AE,5.0,1
B0000DG5AO,5.0,1
B0000DG5AX,2.0,1
B0000DG5CD,5.0,1
B0000DG5EC,5.0,1
B0000DG6WJ,3.0,1
B0000DG6XV,5.0,1
B0000DG6XY,5.0,1
B0000DG6Y0,1.0,1
B0000DG6ZO,5.0,1
B0000DG71N,4.5,2
B0000DG71O,4.5,2
B0000DG71V,4.555555555555555,9
B0000DG72M,5.0,1
B0000DG72N,5.0,1
B0000DG72O,5.0,1
B0000DG72R,4.0,10
B0000DG72T,4.0,10
B0000DG72U,4.0,10
B0000DG86W,5.0,2
B0000DG86X,2.0,1
B0000DG8AR,5.0,2
B0000DGD48,1.0,1
B0000DGDLI,5.0,1
B0000DGDMO,3.6666666666666665,3
B0000DGDPF,1.0,1
B0000DGF5S,4.0,2
B0000DGF5W,5.0,1
B0000DGF9T,5.0,1
B0000DGF9V,4.454545454545454,11
B0000DGFA9,4.0,5
B0000DGFAB,4.0,1
B0000DGFAC,5.0,1
B0000DGFCL,5.0,4
B0000DGFCO,4.5,4
B0000DGFCP,3.5,2
B0000DGFCS,3.0,1
B0000DGG1U,4.833333333333333,12
B0000DGG1V,5.0,2
B0000DGG22,3.3333333333333335,6
B0000DGG4Y,4.0,1
B0000DGG8B,3.6666666666666665,3
B0000DGGMQ,3.25,4
B0000DHWZH,5.0,1
B0000DHX79,5.0,1
B0000DHZ27,1.0,1
B0000DHZ3W,5.0,2
B0000DI06P,5.0,1
B0000DI0KA,5.0,1
B0000DI1EC,4.5,2
B0000DID5Q,5.0,1
B0000DID5R,4.0,13
B0000DID5S,5.0,1
B0000DID5T,4.0,1
B0000DID5V,1.0,1
B0000DID5X,5.0,1
B0000DID60,5.0,1
B0000DID61,4.0,1
B0000DID6A,2.0,1
B0000DID6R,5.0,1
B0000DID6T,3.0,1
B0000DID76,5.0,1
B0000DIEJ0,5.0,1
B0000DIEJ1,5.0,1
B0000DIPJA,5.0,1
B0000DIPJC,4.0,2
B0000DIRZS,5.0,1
B0000DISUX,4.0,2
B0000DISV2,5.0,1
B0000DISV5,5.0,2
B0000DISV6,3.0,4
B0000DISV7,5.0,2
B0000DIVU7,1.0,1
B0000DIVVC,3.0,2
B0000DIVVK,3.0,2
B0000DIVVO,3.0,2
B0000DIWR3,5.0,2
B0000DIWWD,5.0,1
B0000DIWWE,5.0,1
B0000DIX2M,5.0,3
B0000DIX2N,4.5,2
B0000DIX2R,4.75,4
B0000DIX2U,2.0,1
B0000DIXKS,3.0,1
B0000DIXKU,2.0,3
B0000DIXL4,2.0,1
B0000DIYHW,5.0,2
B0000DIYI1,1.0,1
B0000DIYIC,5.0,1
B0000DIYII,4.0,2
B0000DIYIN,5.0,1
B0000DIYK0,5.0,2
B0000DIYK3,5.0,1
B0000DIYKD,4.0,1
B0000DIYKE,5.0,2
B0000DIYUA,4.0,1
B0000DIYVM,4.0,4
B0000DIYW9,5.0,1
B0000DIYWO,5.0,1
B0000DIZ6N,5.0,1
B0000DJ6NG,5.0,3
B0000DJ6NH,5.0,2
B0000DJ6NI,4.5,2
B0000DJ7RJ,5.0,1
B0000DJ7RX,4.107142857142857,28
B0000DJ7SD,2.5714285714285716,7
B0000DJ7SJ,2.0,1
B0000DJ7SP,2.0,1
B0000DJ7SR,4.107142857142857,28
B0000DJ7SW,4.909090909090909,11
B0000DJ7SX,5.0,1
B0000DJ7TL,4.107142857142857,28
B0000DJ7U0,3.0,1
B0000DJ7UH,2.6666666666666665,3
B0000DJ7UL,1.0,1
B0000DJ7Y8,4.0,1
B0000DJ7YR,5.0,3
B0000DJ7YT,2.5714285714285716,7
B0000DJ7YW,5.0,3
B0000DJ7Z6,4.909090909090909,11
B0000DJ7ZA,4.0,1
B0000DJ803,4.0,1
B0000DJ80M,4.0,1
B0000DJ80Q,4.0,1
B0000DJ814,2.0,1
B0000DJ83F,5.0,1
B0000DJ878,4.0,1
B0000DJ87O,2.0,1
B0000DJ87Q,2.0,1
B0000DJ88P,4.0,1
B0000DJ88R,4.0,1
B0000DJ89S,4.0,2
B0000DJ89V,2.7777777777777777,9
B0000DJ8BW,2.5714285714285716,7
B0000DJ9LW,5.0,1
B0000DJDHN,4.5,2
B0000DJDJR,2.0,1
B0000DJDJZ,4.526315789473684,19
B0000DJDL4,5.0,1
B0000DJT3C,4.0,3
B0000DK4ZR,5.0,2
B0000DK5EO,2.0,1
B0000DKQ59,2.5,4
B0000DYTDP,5.0,1
B0000DZ0Q3,4.0,1
B0000E1VNV,5.0,1
B0000E21VX,4.0,1
B0000E21YT,5.0,1
B0000E224C,5.0,1
B0000E224H,4.0,1
B0000E227M,5.0,1
B0000E2PX6,4.666666666666667,3
B0000E2T64,5.0,1
B0000E2T6H,4.0,1
B0000E2T6K,4.0,1
B0000E2Y69,5.0,1
B0000E2Y9S,5.0,1
B0000E2Y9W,5.0,1
B0000E2YA0,5.0,1
B0000E3QKU,5.0,1
B0000E5IGD,4.0,1
B0000E5IHU,4.0,1
B0000E5IN5,5.0,1
B0000E5JI4,5.0,1
B0000E5JMX,1.0,1
B0000E5JP6,5.0,1
B0000E5JQ1,5.0,1
B0000E5JQV,5.0,1
B0000E5KZG,5.0,1
B0000E5L20,4.0,1
B0000E65W9,5.0,1
B0000E65WB,5.0,2
B0000E65WO,5.0,2
B0000E65WP,5.0,1
B0000E6GZP,5.0,1
B0000E6GZR,5.0,1
B0000E6GZY,5.0,1
B0000E6H03,5.0,1
B0000E6H05,4.0,1
B0000E6H07,5.0,1
B0000E6I02,4.166666666666667,12
B0000E6NM9,1.0,1
B0000E6T2I,5.0,1
B0000E6T2K,5.0,1
B0000E6T2M,5.0,1
B0000E6T2N,5.0,1
B0000EIE2Z,5.0,1
B0000EIEDS,5.0,1
B0000EIEJA,5.0,1
B0000EJXKP,5.0,1
B0000EJXL2,5.0,2
B0000ESTGX,4.833333333333333,6
B0000ESTGY,4.666666666666667,3
B0000ESTH0,4.0,1
B0000ESTH6,5.0,1
B0000EWQIA,5.0,1
B0000EYB2E,5.0,1
B0000EYB2Y,5.0,1
B0000EZUN8,5.0,2
B0000EZUOC,4.0,3
B0000FJS08,5.0,2
B0000GG22E,4.0,1
B0000GG256,4.0,3
B0000GG25G,4.0,4
B0000GG25Q,5.0,1
B0000GGHMY,5.0,1
B0000GGHN8,4.0,1
B0000GGHNI,3.75,4
B0000GGHOW,5.0,1
B0000GGHU6,5.0,1
B0000GGHVU,5.0,1
B0000GGHW4,5.0,1
B0000GGHWO,5.0,1
B0000GGHZQ,5.0,2
B0000GGI00,5.0,1
B0000GGI1O,5.0,1
B0000GGI2I,5.0,1
B0000GGIG4,5.0,1
B0000GGIGO,5.0,1
B0000GGQ9S,3.0,1
B0000GGYZY,5.0,2
B0000GGZ12,3.0,1
B0000GH6S8,4.0,2
B0000GH6U6,3.5,2
B0000GH6UG,3.7142857142857144,7
B0000GH6UQ,4.428571428571429,7
B0000GH6WE,5.0,1
B0000GHEEY,5.0,1
B0000GHEGC,4.0,3
B0000GHNSQ,4.538461538461538,13
B0000GHNT0,4.428571428571429,7
B0000GHNTK,4.538461538461538,13
B0000GHNTU,5.0,6
B0000GHNU4,4.0,1
B0000GHNUE,4.666666666666667,6
B0000GHNUO,4.0,7
B0000GHNUY,4.0,6
B0000GHNV8,5.0,3
B0000GHNVI,5.0,3
B0000GHNVS,4.25,4
B0000GHNW2,4.0,7
B0000GHNWC,4.25,4
B0000GHNWM,4.666666666666667,21
B0000GHXSG,4.666666666666667,21
B0000GHXSQ,4.666666666666667,21
B0000GHXTK,4.5,2
B0000GIORK,4.0,1
B0000GIOS4,5.0,2
B0000GIOU2,5.0,1
B0000GIOXO,5.0,1
B0000GIVA0,4.0,2
B0000GIVBE,5.0,1
B0000GIVCI,4.5,2
B0000GIVDC,2.5,2
B0000GIVDW,5.0,1
B0000GIVE6,5.0,1
B0000GIVEQ,5.0,1
B0000GIVFA,5.0,2
B0000GIZR4,3.5,2
B0000GIZRY,4.0,2
B0000GIZSS,5.0,2
B0000GIZTC,5.0,4
B0000GJ7DK,5.0,1
B0000GJ7E4,1.0,1
B0000GJ7EE,1.0,1
B0000GJFOG,4.0,1
B0000GJNYI,4.666666666666667,3
B0000GJNZ2,4.0,1
B0000GK6WQ,2.6666666666666665,3
B0000GKI2E,2.6666666666666665,3
B0000GKVUS,3.0,1
B0000GL1RA,1.0,1
B0000ICLKY,4.5,2
B0000ICLLS,3.0,2
B0000IEAHQ,4.5,2
B0000IJYK4,4.5,4
B0000IJYKE,5.0,1
B0000IJYKY,5.0,1
B0000IJYL8,5.0,1
B0000KC2BK,5.0,1
B0000KC2BU,5.0,1
B0000KC2CO,5.0,1
B0000KC2CY,4.0,1
B0000KC2D8,4.0,1
B0000SWYS8,5.0,1
B0000SWZX2,5.0,3
B0000SX9R8,5.0,1
B0000SX9U0,5.0,2
B0000SXEJG,5.0,1
B0000SXEKA,3.0,2
B0000SXEL4,5.0,1
B0000SXEMI,3.3333333333333335,3
B0000SXEN2,4.6,5
B0000SXENM,5.0,4
B0000SXEO6,5.0,2
B0000SXEOQ,4.75,4
B0000SXEPA,4.666666666666667,3
B0000SXEPU,4.333333333333333,3
B0000SXEU0,1.0,1
B0000SXFW2,5.0,3
B0000SY9U4,4.384615384615385,13
B0000SY9UE,4.384615384615385,13
B0000SZ7RS,5.0,1
B0000SZA0C,5.0,1
B0000T15FU,5.0,1
B0000T15J6,5.0,1
B0000T15LE,5.0,1
B0000T15LY,5.0,1
B0000T15M8,4.0,2
B0000T16LI,4.0,1
B0000T4LYC,5.0,1
B0000T4Q60,5.0,1
B0000T6VOU,3.0,1
B0000T6ZY6,5.0,1
B0000T8YC2,5.0,1
B0000TA1TG,3.0,1
B0000TA3B2,5.0,2
B0000TA3BW,5.0,2
B0000TA3QM,4.0,1
B0000TA3QW,5.0,3
B0000TBK64,4.666666666666667,3
B0000TBK6O,5.0,3
B0000TFFTW,5.0,1
B0000TGTPG,5.0,1
B0000TL5G4,5.0,1
B0000TL5GO,5.0,1
B0000TL5GY,5.0,1
B0000TL5HI,4.0,1
B0000TL5VO,4.0,1
B0000TL5WS,3.0,1
B0000TL61I,2.0,1
B0000TL6B8,4.0,1
B0000TL6CC,5.0,2
B0000TLEEW,4.5,6
B0000TLEFQ,5.0,1
B0000TLEJ2,5.0,1
B0000TLENS,4.0,1
B0000TLEOW,4.0,2
B0000TLETM,1.0,1
B0000TLEZ6,2.0,1
B0000TLF1Y,3.0,1
B0000TLF4Q,5.0,2
B0000TLFD2,4.0,1
B0000TLFEQ,1.0,1
B0000TLFFK,5.0,1
B0000TLFIC,5.0,1
B0000TLFM8,5.0,1
B0000TLK9Q,3.0,1
B0000TLRHQ,5.0,1
B0000TLRIA,5.0,1
B0000TLRJO,1.0,1
B0000TM9FU,4.6,5
B0000TM9G4,4.6,5
B0000TM9GO,4.6,5
B0000TM9H8,4.6,5
B0000TM9J6,3.0,1
B0000TNS50,5.0,1
B0000TSC9M,5.0,1
B0000TSQ6G,4.48,50
B0000TSQ6Q,4.48,50
B0000TSRQ0,5.0,1
B0000TU6P0,5.0,1
B0000TU6PA,4.5,4
B0000TU7EK,5.0,1
B0000TU7XG,4.0,2
B0000TU8D0,1.0,1
B0000TU8NK,5.0,1
B0000TU8VM,4.0,1
B0000TU8VW,5.0,1
B0000TU98E,5.0,1
B0000TU9TI,5.0,1
B0000TVU8W,4.0,1
B0000TVUE6,5.0,1
B0000TVUQE,5.0,1
B0000TVV0E,5.0,1
B0000TVV4U,5.0,1
B0000TVZJG,4.0,1
B0000TW1O4,5.0,2
B0000TWIOW,5.0,1
B0000TWLJ4,5.0,1
B0000TWLJO,4.5,2
B0000TWLJY,4.666666666666667,3
B0000TZ1G4,5.0,2
B0000TZ204,5.0,4
B0000U10XG,5.0,1
B0000U1OFK,3.5,2
B0000U1OGE,5.0,1
B0000U1OL4,5.0,1
B0000U1OLE,5.0,1
B0000U3AQ6,5.0,1
B0000U7MKG,3.0,1
B0000U7REW,5.0,1
B0000UBTY6,5.0,1
B0000UBTYG,5.0,2
B0000UBTZA,4.0,1
B0000UC7RE,2.0,1
B0000UVR70,4.0,1
B0000UVRD4,4.0,1
B0000UVRDY,2.0,1
B0000V09L4,4.0,4
B0000V1AZS,5.0,1
B0000V1B02,1.0,1
B0000V1B0W,5.0,2
B0000V1B2U,5.0,1
B0000V1B34,5.0,1
B0000V1B3E,1.0,1
B0000V1B3O,5.0,1
B0000V1B3Y,5.0,3
B0000V1B4I,4.5,2
B0000V1BCA,4.0,1
B0000V1BCK,4.0,1
B0000V1BEI,5.0,3
B0000V1BF2,2.0,1
B0000V1BG6,5.0,1
B0000V1BKM,5.0,2
B0000V1BMA,5.0,1
B0000V1BN4,5.0,1
B0000V1IPU,3.0,1
B0000V828G,5.0,2
B0000V82AE,5.0,1
B0000V82KY,5.0,2
B0000V8HTU,4.285714285714286,7
B0000V8IOE,3.967741935483871,31
B0000VABX0,5.0,1
B0000VABYO,2.5,2
B0000VIZ42,5.0,1
B0000VJ55U,3.0,1
B0000VJA5K,5.0,1
B0000VLETA,4.666666666666667,3
B0000VLHKQ,2.0,1
B0000VLRCY,5.0,2
B0000VLREC,5.0,1
B0000VLTZY,4.095238095238095,21
B0000VLU0I,5.0,5
B0000VM9OE,5.0,1
B0000VMA0C,5.0,1
B0000VMA16,5.0,1
B0000VMA1G,5.0,1
B0000VMA4S,3.0,8
B0000VMA52,3.4,5
B0000VMAS4,2.0,4
B0000VMB4M,3.0,8
B0000VMB7Y,5.0,1
B0000VMBDI,5.0,1
B0000VYKXC,4.0,3
B0000VYKY6,5.0,1
B0000VYKZA,4.0,3
B0000VZ0F4,5.0,2
B0000VZ0LS,3.5,2
B0000VZ6HG,1.0,1
B0000VZPIQ,2.0,4
B0000W0GP2,5.0,1
B0000W0GQQ,4.8,10
B0000W2SZS,5.0,1
B0000W4PDQ,4.416666666666667,12
B0000WA968,5.0,1
B0000WATTA,5.0,2
B0000WATVI,3.0,1
B0000WATW2,5.0,3
B0000WEVH6,5.0,3
B0000WKTLS,4.0,1
B0000WKTVS,5.0,1
B0000WKTY0,5.0,1
B0000WKU2Q,5.0,1
B0000WKU8K,3.0,2
B0000X0W00,5.0,1
B0000X0W14,5.0,1
B0000X0W28,5.0,1
B0000X7DKW,2.0,1
B0000XQQO6,5.0,1
B0000XQQTQ,5.0,1
B0000Y2RGG,5.0,1
B0000Y3Q2U,4.0,1
B0000YDS8M,5.0,1
B0000YGYGA,3.0,1
B0000YHPRW,5.0,1
B0000YQRB2,5.0,1
B0000YQRF8,5.0,1
B0000YQRSA,5.0,1
B0000YVCI0,5.0,1
B0000ZHYUE,5.0,1
B0000ZHYW2,5.0,1
B0000ZHYXQ,5.0,1
B0000ZHYZO,5.0,1
B0000ZHYZY,5.0,1
B0000ZHZ5I,5.0,1
B0000ZHZA8,5.0,1
B0000ZRGPC,4.0,1
B0000ZRGUM,5.0,1
B0000ZRGV6,5.0,1
B0000ZSH8C,5.0,1
B0000ZSH8M,5.0,2
B0000ZSH96,5.0,1
B0000ZSHAA,3.0,1
B0000ZSHBO,5.0,1
B0000ZSHBY,4.0,1
B000100EQ4,5.0,3
B000100IEC,5.0,1
B00011EXOC,1.0,1
B00011RJU2,5.0,3
B000121718,5.0,2
B00012171I,5.0,1
B00012175O,5.0,1
B0001217BI,4.0,1
B0001217BS,4.333333333333333,6
B0001217EK,5.0,1
B0001217JA,5.0,1
B0001217NQ,5.0,1
B0001217OA,5.0,1
B00012182G,3.4166666666666665,12
B00012184Y,5.0,1
B00012188K,5.0,1
B00012194I,2.0,1
B0001219WU,5.0,1
B000121A7O,4.0,7
B000121ACE,4.0,1
B000121AYM,2.0,1
B000121BJG,5.0,1
B000121BY6,3.8333333333333335,6
B000121C0E,5.0,2
B000121C5O,5.0,1
B000126ZU6,1.0,1
B00012OHZ6,5.0,2
B00012OI00,2.0,1
B00012OI0U,5.0,1
B00012OI1O,5.0,1
B00012OI28,5.0,1
B00012OI3W,5.0,1
B00012OI64,5.0,1
B00012POTO,4.0,1
B00012POUS,5.0,1
B00012POZ8,2.0,1
B00012PPFW,1.0,1
B00012UXEA,3.0,1
